Year,CensusCode,TotalEst,CensusCode2,Name,Unsheltered,Sheltered,Total
2016,531800b,0,531800b,East Los Angeles,0,0,
2016,535701,0,535701,South Gate,0,0,
2016,599000,0,599000,Avalon,0,0,
2016,600601,0,600601,Inglewood,0,0,
2016,601002,0,601002,Inglewood,0,0,
2016,620601,0,620601,Redondo Beach,0,0,
2016,701801b,0,701801b,Santa Monica,7.5,11,
2016,209510b,17.9,209510b,Westlake,17.9,0,
2016,980023a,0,980023a,Chatsworth Reservoir,0,0,
2016,143902a,17.7999999999999,143902a,Sherman Oaks,17.7999999999999,0,
2016,239602b,17.7,239602b,Florence,17.7,0,
2016,920031b,0,920031b,Santa Clarita,0,0,
2016,117301a,17.6,117301a,North Hills,17.6,0,
2016,401102b,17.5999999999999,401102b,Glendora,17.5999999999999,0,
2016,460301b,17.5,460301b,Altadena,17.5,0,
2016,901009a,0,901009a,Lancaster,0,0,
2016,901009b,0,901009b,Lancaster,0,0,
2016,920329a,0,920329a,Santa Clarita,0,0,
2016,111301b,17.4,111301b,Granada Hills,17.4,0,
2016,291300a,0,291300a,Harbor Gateway North and South,0,0,
2016,533300c,17.3,533300c,Maywood,17.3,0,
2016,701801a,0,701801a,Santa Monica,7.2,10,
2016,229200b,17.2999999999999,229200b,South Park,17.2999999999999,0,
2016,275200a,0,275200a,Del Rey,0,0,
2016,143902b,17.2,143902b,Sherman Oaks,17.2,0,
2016,205120a,0,205120a,Boyle Heights,0,0,
2016,910002e,0,910002e,Northeast Antelope Valley,0,0,
2016,911001f,0,911001f,Northeast Antelope Valley,0,0,
2016,224020b,17.1,224020b,Historic South-Central,17.1,0,
2016,119900,17,119900,Panorama City,17,0,
2016,131020,0,131020,Reseda,0,0,
2016,135113,0,135113,Woodland Hills,0,0,
2016,199900,0,199900,Lincoln Heights,0,0,
2016,221402,0,221402,Harvard Heights,0,0,
2016,228500,0,228500,South Park,0,0,
2016,228720,0,228720,Central-Alameda,0,0,
2016,241001,0,241001,Green Meadows,0,0,
2016,242100,0,242100,Watts,0,0,
2016,242600b,0,242600b,Watts,0,0,
2016,264302,0,264302,Brentwood,0,0,
2016,267700,0,267700,West Los Angeles,0,0,
2016,271500,0,271500,Mar Vista,10,7,
2016,275101,0,275101,Del Rey,17,0,
2016,407601,0,407601,La Puente,0,0,
2016,408503b,0,408503b,Hacienda Heights,0,0,
2016,481002,0,481002,Alhambra,1,16,
2016,534001,0,534001,Bell Gardens,17,0,
2016,540600,0,540600,Willowbrook,0,0,
2016,551300b,0,551300b,Downey,0,0,
2016,554103,0,554103,Bellflower,0,0,
2016,901004a,0,901004a,Lancaster,0,0,
2016,195802d,16.9,195802d,Westlake,16.9,0,
2016,270300a,0,270300a,Mid-City,0,0,
2016,310702b,0,310702b,Burbank,0,0,
2016,408302c,0,408302c,Avocado Heights,0,0,
2016,191820b,16.8,191820b,Hollywood,16.8,0,
2016,543501b,0,543501b,Carson,0,0,
2016,900803b,16.7,900803b,Lancaster,16.7,0,
2016,111301a,16.6,111301a,Granada Hills,16.6,0,
2016,113422b,0,113422b,Winnetka,0,0,
2016,208501b,0,208501b,Westlake,4.9,12,
2016,271901b,0,271901b,Mar Vista,16.6,0,
2016,103101a,16.5,103101a,Sunland,16.5,0,
2016,134710b,0,134710b,Winnetka,0,0,
2016,297201a,0,297201a,San Pedro,0,0,
2016,121210a,16.4,121210a,Pacoima,16.4,0,
2016,232800a,0,232800a,South Park,0,0,
2016,211120a,16.1,211120a,Koreatown,16.1,0,
2016,900704b,0,900704b,Lancaster,11.6,5,
2016,117101,16,117101,North Hills,16,0,
2016,128801,0,128801,Sherman Oaks,0,0,
2016,191110a,0,191110a,East Hollywood,0,0,
2016,191902,0,191902,Hollywood,0,0,
2016,192510a,0,192510a,East Hollywood,0,0,
2016,192510b,0,192510b,East Hollywood,0,0,
2016,237710a,0,237710a,Vermont Knolls,0,0,
2016,240600,0,240600,Green Meadows,0,0,
2016,242300,0,242300,Watts,0,0,
2016,264301,0,264301,Brentwood,0,0,
2016,294610,0,294610,Wilmington,0,0,
2016,600400,0,600400,Westmont/West Athens,0,0,
2016,601600,0,601600,Lennox,0,0,
2016,920026,0,920026,Castaic Canyons,0,0,
2016,920033,0,920033,Castaic Canyons,0,0,
2016,980008,0,980008,Van Nuys,0,0,
2016,408504b,15.8,408504b,Hacienda Heights,15.8,0,
2016,191610a,15.6,191610a,East Hollywood,15.6,0,
2016,195720a,0,195720a,Echo Park,0,0,
2016,224020c,0,224020c,Historic South-Central,0,0,
2016,900605b,0,900605b,Lancaster,0,0,
2016,540300a,15.5999999999999,540300a,Lynwood,15.5999999999999,0,
2016,103200c,15.5,103200c,Sunland,15.5,0,
2016,900605a,15.4,900605a,Lancaster,15.4,0,
2016,221303a,15.3999999999999,221303a,Harvard Heights,15.3999999999999,0,
2016,900803a,15.3,900803a,Lancaster,15.3,0,
2016,109100b,15.2,109100b,Mission Hills,15.2,0,
2016,204700a,0,204700a,Boyle Heights,0,0,
2016,701902f,0,701902f,Santa Monica,0,0,
2016,310702a,15.1,310702a,Burbank,15.1,0,
2016,103200a,15,103200a,Shadow Hills,15,0,
2016,119341,0,119341,Panorama City,0,0,
2016,127220,0,127220,Van Nuys,0,0,
2016,134421,0,134421,West Hills,0,0,
2016,139401,0,139401,Tarzana,0,0,
2016,214600,0,214600,Beverly Grove,0,0,
2016,216700,0,216700,Mid-City,0,0,
2016,220100,0,220100,Baldwin Hills/Crenshaw,0,0,
2016,269800,0,269800,Palms,0,0,
2016,275302,0,275302,Del Rey,0,0,
2016,402803,0,402803,Pomona,0,0,
2016,501400a,0,501400a,Whittier,0,0,
2016,504102,0,504102,Santa Fe Springs,0,0,
2016,532102,0,532102,Montebello,0,0,
2016,533401,0,533401,Maywood,0,0,
2016,535501,0,535501,South Gate,0,0,
2016,541400,0,541400,Willowbrook,0,0,
2016,573401,0,573401,Signal Hill,0,0,
2016,600911,0,600911,Inglewood,0,0,
2016,404703a,14.9,404703a,Baldwin Park,14.9,0,
2016,119202a,14.8,119202a,Arleta,9.1,6,
2016,133100a,0,133100a,Tarzana,14.8,0,
2016,206010c,0,206010c,Elysian Park,9,6,
2016,232120b,0,232120b,Vermont Square,14.8,0,
2016,980031c,14.7999999999999,980031c,San Pedro,14.7999999999999,0,
2016,226420c,14.7,226420c,Historic South-Central,14.7,0,
2016,231600b,0,231600b,Vermont Square,7.3,7,
2016,910716a,0,910716a,Palmdale,14.7,0,
2016,900102j,14.6,900102j,Northeast Antelope Valley,14.6,0,
2016,234000a,14.5,234000a,Leimert Park,3.9,11,
2016,239701b,0,239701b,Florence,2.1,12,
2016,207900a,14.4,207900a,Downtown,14.4,0,
2016,208501a,0,208501a,Westlake,4.1,10,
2016,262802a,0,262802a,Pacific Palisades,14.4,0,
2016,407301b,0,407301b,West Puente Valley,0,0,
2016,542103a,0,542103a,East Compton,0,0,
2016,119700c,14.3,119700c,Panorama City,14.3,0,
2016,189101a,0,189101a,Los Feliz,0,0,
2016,239702b,0,239702b,Florence,0,0,
2016,900102c,0,900102c,Northeast Antelope Valley,0,0,
2016,910716b,0,910716b,Palmdale,0,0,
2016,139402b,14.2,139402b,Tarzana,14.2,0,
2016,219700b,0,219700b,West Adams,0,0,
2016,224010b,0,224010b,Downtown,0,0,
2016,231710a,0,231710a,Vermont Square,0,0,
2016,270300b,14.1,270300b,Mid-City,14.1,0,
2016,532303b,0,532303b,Commerce,0,0,
2016,104822,14,104822,Pacoima,14,0,
2016,106646,0,106646,Granada Hills,0,0,
2016,185310,0,185310,Cypress Park,0,0,
2016,191710,0,191710,Hollywood,0,0,
2016,212204a,0,212204a,Westlake,0,0,
2016,212800,0,212800,Mid-Wilshire,0,0,
2016,219300,0,219300,Jefferson Park,0,0,
2016,222500,0,222500,Exposition Park,0,0,
2016,237800,0,237800,Vermont Knolls,0,0,
2016,404701,0,404701,Baldwin Park,0,0,
2016,500600,0,500600,Pico Rivera,0,0,
2016,502902b,0,502902b,Santa Fe Springs,0,0,
2016,530700,0,530700,East Los Angeles,0,0,
2016,532603,0,532603,Huntington Park,0,0,
2016,533603,0,533603,Bell,0,0,
2016,535502,0,535502,South Gate,0,0,
2016,600201,0,600201,Westmont/West Athens,0,0,
2016,602004,0,602004,Inglewood,0,0,
2016,236202a,13.9,236202a,Baldwin Hills/Crenshaw,13.9,0,
2016,408724b,0,408724b,Rowland Heights,0,0,
2016,552100a,0,552100a,Norwalk,0,0,
2016,534101a,13.8999999999999,534101a,Bell,13.8999999999999,0,
2016,123010b,13.8,123010b,North Hollywood,13.8,0,
2016,125401a,0,125401a,North Hollywood,0,0,
2016,800408d,0,800408d,Malibu,0,0,
2016,701801c,13.7999999999999,701801c,Santa Monica,5.69999999999999,8,
2016,128601a,13.7,128601a,Van Nuys,13.7,0,
2016,183610b,0,183610b,Highland Park,0,0,
2016,195802c,0,195802c,Westlake,0,0,
2016,234600b,0,234600b,Hyde Park,0,0,
2016,195804a,13.6,195804a,Silver Lake,13.6,0,
2016,211802a,0,211802a,Koreatown,0,0,
2016,106510b,13.5,106510b,Sylmar,13.5,0,
2016,239701a,0,239701a,Florence,1.9,12,
2016,553100a,0,553100a,Bellflower,13.5,0,
2016,910201a,0,910201a,Palmdale,0,0,
2016,532400d,13.4999999999999,532400d,Vernon,13.4999999999999,0,
2016,238000b,13.4,238000b,Gramercy Park,13.4,0,
2016,111202a,13.3999999999999,111202a,Granada Hills,13.3999999999999,0,
2016,212502b,13.3,212502b,Koreatown,13.3,0,
2016,239602a,0,239602a,Florence,0,0,
2016,236203a,13.2999999999999,236203a,Baldwin Hills/Crenshaw,13.2999999999999,0,
2016,408302a,0,408302a,Industry,0,0,
2016,267502b,13.1,267502b,West Los Angeles,13.1,0,
2016,534900b,0,534900b,Florence-Firestone,0,0,
2016,104704,13,104704,Pacoima,13,0,
2016,109603,0,109603,Mission Hills,0,0,
2016,120020,0,120020,Panorama City,0,0,
2016,134522,0,134522,Canoga Park,0,0,
2016,181400,0,181400,Eagle Rock,0,0,
2016,183101,0,183101,Highland Park,0,0,
2016,208301,0,208301,Westlake,0,0,
2016,212102,0,212102,Koreatown,0,0,
2016,214700,0,214700,Beverly Grove,0,0,
2016,224010c,0,224010c,Downtown,0,0,
2016,229420,0,229420,South Park,0,0,
2016,271100,0,271100,West Los Angeles,0,0,
2016,293202,0,293202,Harbor Gateway North and South,0,0,
2016,530802,0,530802,East Los Angeles,0,0,
2016,553300,0,553300,Bellflower,0,0,
2016,600704,0,600704,Inglewood,0,0,
2016,603400,0,603400,Gardena,0,0,
2016,210010b,12.9,210010b,Westlake,12.9,0,
2016,534900a,0,534900a,Florence-Firestone,0,0,
2016,502500a,12.8999999999999,502500a,Pico Rivera,12.8999999999999,0,
2016,543503b,12.8,543503b,West Carson,12.8,0,
2016,408301b,12.7999999999999,408301b,Avocado Heights,12.7999999999999,0,
2016,217200a,12.7,217200a,Mid-Wilshire,12.7,0,
2016,267200c,0,267200c,West Los Angeles,0,0,
2016,408202e,0,408202e,Industry,0,0,
2016,900703b,0,900703b,Lancaster,0,0,
2016,104821a,12.6,104821a,Pacoima,12.6,0,
2016,128400b,0,128400b,Van Nuys,0,0,
2016,209820b,0,209820b,Pico-Union,0,0,
2016,267300a,0,267300a,West Los Angeles,0,0,
2016,208502a,12.5,208502a,Westlake,12.5,0,
2016,262604c,0,262604c,Pacific Palisades,0,0,
2016,532605a,0,532605a,Huntington Park,0,0,
2016,117301b,12.4,117301b,North Hills,12.4,0,
2016,123203b,0,123203b,North Hollywood,0,0,
2016,123206a,0,123206a,North Hollywood,0,0,
2016,209820a,0,209820a,Pico-Union,0,0,
2016,269905a,12.3999999999999,269905a,Palms,12.3999999999999,0,
2016,124903b,12.3,124903b,Valley Village,12.3,0,
2016,241002a,0,241002a,Green Meadows,0,0,
2016,262706a,0,262706a,Pacific Palisades,0,0,
2016,900703a,0,900703a,Lancaster,0,0,
2016,123304a,12.2,123304a,Valley Glen,12.2,0,
2016,217100a,0,217100a,Mid-Wilshire,0,0,
2016,106603a,12.1,106603a,Granada Hills,12.1,0,
2016,228100b,0,228100b,Central-Alameda,0,0,
2016,533300b,0,533300b,Maywood,0,0,
2016,534101b,0,534101b,Bell Gardens,0,0,
2016,543501c,0,543501c,Carson,0,0,
2016,553601b,0,553601b,Paramount,0,0,
2016,900602a,0,900602a,Lancaster,0,0,
2016,104703,12,104703,Pacoima,12,0,
2016,123410,0,123410,Valley Glen,0,0,
2016,128220,0,128220,Valley Glen,0,0,
2016,132002,0,132002,Lake Balboa,0,0,
2016,132101,0,132101,Lake Balboa,0,0,
2016,191110b,0,191110b,East Hollywood,0,0,
2016,192002,0,192002,Fairfax,0,0,
2016,209402a,0,209402a,Westlake,0,0,
2016,218300,0,218300,Mid-City,0,0,
2016,221810b,0,221810b,University Park,0,0,
2016,236100,0,236100,Baldwin Hills/Crenshaw,0,0,
2016,237401,0,237401,Vermont-Slauson,0,0,
2016,242200,0,242200,Watts,0,0,
2016,267100,0,267100,West Los Angeles,0,0,
2016,272100,0,272100,Mar Vista,0,0,
2016,402301,0,402301,Pomona,0,0,
2016,463101,0,463101,East Pasadena,0,0,
2016,502401,0,502401,Pico Rivera,0,0,
2016,534002,0,534002,Bell Gardens,0,0,
2016,540501,0,540501,Lynwood,0,0,
2016,542800,0,542800,Compton,0,0,
2016,553801,0,553801,Paramount,0,0,
2016,920041,0,920041,Santa Clarita,0,0,
2016,980001,0,980001,Burbank,0,0,
2016,543305a,11.9,543305a,Compton,11.9,0,
2016,111206b,11.8999999999999,111206b,Porter Ranch,11.8999999999999,0,
2016,181000a,0,181000a,Eagle Rock,0,0,
2016,117303a,11.8,117303a,North Hills,11.8,0,
2016,121221a,0,121221a,Sun Valley,0,0,
2016,121802a,0,121802a,Sun Valley,0,0,
2016,139402a,0,139402a,Tarzana,0,0,
2016,191420a,0,191420a,East Hollywood,0,0,
2016,433501b,0,433501b,South El Monte,0,0,
2016,433802b,0,433802b,South El Monte,0.9,11,
2016,192610b,11.7,192610b,East Hollywood,11.7,0,
2016,221601b,0,221601b,Adams-Normandie,0,0,
2016,275400b,0,275400b,Del Rey,0,0,
2016,294820b,0,294820b,Wilmington,0,0,
2016,408505a,0,408505a,Hacienda Heights,0,0,
2016,601501a,0,601501a,Lennox,0,0,
2016,191120b,11.6,191120b,East Hollywood,11.6,0,
2016,901004b,0,901004b,Lancaster,0,0,
2016,195903a,11.5,195903a,Silver Lake,11.5,0,
2016,199000c,0,199000c,Lincoln Heights,0,0,
2016,226002d,0,226002d,Downtown,8.4,3,
2016,211122b,11.4,211122b,Koreatown,11.4,0,
2016,226420b,0,226420b,Historic South-Central,0,0,
2016,401102a,0,401102a,Glendora,0,0,
2016,101300a,11.3999999999999,101300a,Tujunga,11.3999999999999,0,
2016,541606b,0,541606b,Compton,0,0,
2016,124201a,11.3,124201a,North Hollywood,11.3,0,
2016,207710b,0,207710b,Downtown,8.3,3,
2016,209520b,0,209520b,Westlake,11.3,0,
2016,294820a,0,294820a,Wilmington,0,0,
2016,543602b,0,543602b,West Carson,0,0,
2016,920031a,0,920031a,Santa Clarita,0,0,
2016,701602a,11.2999999999999,701602a,Santa Monica,11.2999999999999,0,
2016,119202b,11.2,119202b,Arleta,6.9,4,
2016,232600b,0,232600b,Vermont-Slauson,11.2,0,
2016,910002a,0,910002a,Sun Village,0,0,
2016,137104a,11.1,137104a,Woodland Hills,11.1,0,
2016,226420a,0,226420a,Historic South-Central,0,0,
2016,231400b,0,231400b,Exposition Park,0,0,
2016,542501b,0,542501b,Compton,0,0,
2016,106403,11,106403,Sylmar,11,0,
2016,115302,0,115302,Northridge,0,0,
2016,121101a,0,121101a,Sun Valley,0,0,
2016,127805,0,127805,Van Nuys,0,0,
2016,131300,0,131300,Reseda,0,0,
2016,134104,0,134104,Winnetka,0,0,
2016,134305,0,134305,Canoga Park,0,0,
2016,134520a,0,134520a,Canoga Park,0,0,
2016,134905,0,134905,Woodland Hills,0,0,
2016,139503,0,139503,Encino,0,0,
2016,183104,0,183104,Highland Park,0,0,
2016,195300,0,195300,Los Feliz,0,0,
2016,203100,0,203100,Boyle Heights,0,0,
2016,207101,0,207101,Downtown,0,0,
2016,209103,0,209103,Westlake,0,0,
2016,212303,0,212303,Koreatown,0,0,
2016,214800,0,214800,Beverly Grove,0,0,
2016,218500,0,218500,Mid-City,0,0,
2016,221220,0,221220,Pico-Union,0,0,
2016,221820,0,221820,University Park,0,0,
2016,222700,0,222700,University Park,0,0,
2016,237101,0,237101,Vermont-Slauson,0,0,
2016,239502,0,239502,Florence,0,0,
2016,241400,0,241400,Broadway-Manchester,0,0,
2016,262604b,0,262604b,Pacific Palisades,0,0,
2016,277000a,0,277000a,Westchester/Playa,0,0,
2016,277200,0,277200,Westchester/Playa,0,0,
2016,404903,0,404903,Baldwin Park,0,0,
2016,405102,0,405102,Baldwin Park,0,0,
2016,407701,0,407701,La Puente,0,0,
2016,533203,0,533203,Huntington Park,0,0,
2016,534804,0,534804,Walnut Park,0,0,
2016,541300,0,541300,Compton,0,0,
2016,600302,0,600302,Westmont/West Athens,0,0,
2016,603101,0,603101,Gardena,0,0,
2016,650602,0,650602,Torrance,0,0,
2016,910501,0,910501,Palmdale,0,0,
2016,910812b,0,910812b,Littlerock,0,0,
2016,920018,0,920018,Santa Clarita,0,0,
2016,551300a,10.9999999999999,551300a,Downey,10.9999999999999,0,
2016,267502a,10.9,267502a,West Los Angeles,10.9,0,
2016,503902b,0,503902b,La Mirada,0,0,
2016,228710a,10.8999999999999,228710a,Central-Alameda,10.8999999999999,0,
2016,125200b,10.7999999999999,125200b,Valley Village,10.7999999999999,0,
2016,221710b,0,221710b,University Park,0,0,
2016,101400b,10.7,101400b,Tujunga,10.7,0,
2016,191410b,0,191410b,East Hollywood,0,0,
2016,228410a,0,228410a,Historic South-Central,0,0,
2016,543602a,0,543602a,West Carson,0,0,
2016,123206b,10.6,123206b,North Hollywood,10.6,0,
2016,541606a,0,541606a,Compton,0,0,
2016,239310a,10.5,239310a,Florence,10.5,0,
2016,297201b,0,297201b,San Pedro,0,0,
2016,408402c,0,408402c,Hacienda Heights,0,0,
2016,553100b,0,553100b,Bellflower,0,0,
2016,195720b,10.4,195720b,Echo Park,10.4,0,
2016,211802b,0,211802b,Koreatown,0,0,
2016,292000b,0,292000b,Harbor Gateway North and South,0,0,
2016,599100a,0,599100a,Unincorporated Catalina Island,0,0,
2016,195500b,10.3999999999999,195500b,Echo Park,10.3999999999999,0,
2016,237201a,0,237201a,Vermont-Slauson,0,0,
2016,241120a,0,241120a,Broadway-Manchester,0,0,
2016,191410a,10.3,191410a,East Hollywood,10.3,0,
2016,234600a,0,234600a,Hyde Park,0,0,
2016,431900a,0,431900a,Temple City,0,0,
2016,104124a,10.2,104124a,Lake View Terrace,10.2,0,
2016,117303b,0,117303b,North Hills,0,0,
2016,134201a,0,134201a,Canoga Park,0,0,
2016,217200c,0,217200c,Mid-Wilshire,0,0,
2016,402402a,0,402402a,Pomona,0,0,
2016,121010b,10.1,121010b,Sun Valley,10.1,0,
2016,137201b,0,137201b,Woodland Hills,0,0,
2016,195500c,0,195500c,Silver Lake,0,0,
2016,226410b,0,226410b,Historic South-Central,0,0,
2016,402200b,0,402200b,Pomona,2.5,8,
2016,552100b,0,552100b,Norwalk,10.1,0,
2016,104103,10,104103,Lake View Terrace,10,0,
2016,104201,0,104201,Pacoima,0,0,
2016,106408,0,106408,Sylmar,0,0,
2016,120030,0,120030,Panorama City,0,0,
2016,134520b,0,134520b,Canoga Park,0,0,
2016,188300,0,188300,Atwater Village,0,0,
2016,199800,0,199800,Lincoln Heights,0,0,
2016,204910,0,204910,Boyle Heights,0,0,
2016,208710,0,208710,Westlake,0,0,
2016,212420,0,212420,Koreatown,0,0,
2016,232300b,0,232300b,Vermont Square,5.3,5,
2016,234502,0,234502,Hyde Park,10,0,
2016,238400,0,238400,Gramercy Park,0,0,
2016,242000,0,242000,Watts,0,0,
2016,402702,0,402702,Pomona,0,0,
2016,404801,0,404801,Baldwin Park,0,0,
2016,430901,0,430901,Monrovia,0,0,
2016,461100,0,461100,Altadena,0,0,
2016,535503,0,535503,South Gate,0,0,
2016,540203,0,540203,Lynwood,0,0,
2016,541700,0,541700,Lynwood,0,0,
2016,543201,0,543201,Compton,0,0,
2016,543502,0,543502,West Carson,0,0,
2016,552002,0,552002,Norwalk,0,0,
2016,602003,0,602003,Inglewood,0,0,
2016,602402,0,602402,Hawthorne,3,7,
2016,621400,0,621400,Redondo Beach,10,0,
2016,800410b,0,800410b,Malibu,0,0,
2016,221500a,9.9,221500a,Adams-Normandie,9.9,0,
2016,226410a,0,226410a,Historic South-Central,0,0,
2016,272201b,0,272201b,Mar Vista,8.5,1,
2016,294410a,0,294410a,Harbor City,9.9,0,
2016,532700a,0,532700a,Huntington Park,0,0,
2016,541802a,0,541802a,Lynwood,0,0,
2016,701902e,0,701902e,Santa Monica,0,0,
2016,113301b,9.89999999999999,113301b,Northridge,9.89999999999999,0,
2016,402801a,0,402801a,Pomona,0,0,
2016,402402b,9.8,402402b,Pomona,9.8,0,
2016,701902d,9.79999999999999,701902d,Santa Monica,9.79999999999999,0,
2016,124903a,9.7,124903a,Valley Village,9.7,0,
2016,189101b,0,189101b,Los Feliz,0,0,
2016,190301a,0,190301a,Hollywood,6.4,3,
2016,209520a,0,209520a,Pico-Union,9.7,0,
2016,408302b,0,408302b,Avocado Heights,0,0,
2016,408705b,0,408705b,Rowland Heights,4.8,5,
2016,602302a,0,602302a,Hawthorne,9.7,0,
2016,701602b,0,701602b,Santa Monica,0,0,
2016,701902pk,0,701902pk,Santa Monica,0,0,
2016,103400b,9.6,103400b,Sunland,9.6,0,
2016,269905b,0,269905b,Culver City,0,0,
2016,402102b,0,402102b,Pomona,0,0,
2016,533806b,0,533806b,Cudahy,0,0,
2016,143700b,9.5,143700b,Hollywood Hills,9.5,0,
2016,239202a,0,239202a,Florence,0,0,
2016,532605b,0,532605b,Huntington Park,0,0,
2016,402102a,9.4,402102a,Pomona,9.4,0,
2016,650300c,0,650300c,Torrance,0,0,
2016,143500a,9.39999999999999,143500a,Studio City,9.39999999999999,0,
2016,262604a,0,262604a,Pacific Palisades,0,0,
2016,204410a,9.3,204410a,Boyle Heights,9.3,0,
2016,206010a,0,206010a,Chinatown,5.6,4,
2016,219010b,0,219010b,Jefferson Park,9.3,0,
2016,221601a,0,221601a,Adams-Normandie,0,0,
2016,980026p,0,980026p,Tujunga,0,0,
2016,191120a,9.29999999999999,191120a,East Hollywood,9.29999999999999,0,
2016,535101a,0,535101a,Florence-Firestone,0,0,
2016,204820a,9.2,204820a,Boyle Heights,9.2,0,
2016,431300b,0,431300b,Mayflower Village,0,0,
2016,800324b,0,800324b,Agoura Hills,0,0,
2016,900504a,0,900504a,Lancaster,0,0,
2016,186302a,9.1,186302a,Glassell Park,9.1,0,
2016,203300a,0,203300a,Boyle Heights,0,0,
2016,207900c,0,207900c,Downtown,0,0,
2016,213100a,0,213100a,Harvard Heights,0,0,
2016,228710b,0,228710b,Central-Alameda,0,0,
2016,503702a,0,503702a,La Mirada,0,0,
2016,540800b,0,540800b,Willowbrook,0,0,
2016,621326b,0,621326b,Redondo Beach,0,0,
2016,119700a,9,119700a,Arleta,9,0,
2016,127711,0,127711,Van Nuys,0,0,
2016,128102,0,128102,Van Nuys,5,4,
2016,141304,0,141304,Sherman Oaks,9,0,
2016,143100,0,143100,Toluca Lake,0,0,
2016,186201a,0,186201a,Eagle Rock,0,0,
2016,189904,0,189904,Hollywood,0,0,
2016,190100b,0,190100b,Hollywood,0,0,
2016,190202,0,190202,Hollywood,0,0,
2016,201301,0,201301,Montecito Heights,0,0,
2016,209810,0,209810,Pico-Union,0,0,
2016,212305,0,212305,Koreatown,0,0,
2016,216300,0,216300,Mid-Wilshire,0,0,
2016,219020,0,219020,Jefferson Park,0,0,
2016,224700,0,224700,University Park,0,0,
2016,231220,0,231220,Exposition Park,0,0,
2016,297000,0,297000,San Pedro,0,0,
